year,scenario,project_id,project_name,calc_group,chain,emissions_mtco2e,start_year,lifespan_years,lifespan_source,start_was_placeholder,canada_only
2055,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2056,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2057,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2035,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,21.56,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2036,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,37.73,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2037,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2038,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2039,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2040,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2041,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2042,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2043,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2044,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2045,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2046,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2047,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2048,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2049,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2050,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2051,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2052,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2053,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2054,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2055,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2056,howarth_high,lng_canada_phase_2,LNG Canada Terminal,proposed,export,45.2221,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2034,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,18.48,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2035,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,32.34,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2036,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2037,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2038,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2039,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2040,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2041,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2042,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2043,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2044,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2045,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2046,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2047,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2048,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2049,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2050,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2051,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2052,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2053,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2054,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2055,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2056,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2057,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2058,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2059,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2060,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2061,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2062,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2063,howarth_high,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,38.7618,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2035,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,23.1,2030,40,Parameters:lifecycle_years_default,True,False
2036,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,40.425,2030,40,Parameters:lifecycle_years_default,True,False
2037,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2038,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2039,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2040,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2041,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2042,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2043,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2044,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2045,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2046,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2047,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2048,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2049,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
2050,howarth_high,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,48.45225,2030,40,Parameters:lifecycle_years_default,True,False
